_id,No,自治体名,名称,郵便番号,所在地,電話番号,緯度,経度
269,9,浜松市,弁天島海浜公園,4310214,浜松市西区舞阪町弁天島3775-2,053-592-0757,34.688945,137.602748
270,9,浜松市,浜北体育館,4340033,浜松市浜北区西美薗29,053-585-1173,34.793761,137.7902
271,9,浜松市,可美公園総合センター,4328062,浜松市南区増楽町920-1,053-449-1155,34.68707,137.694571
272,9,浜松市,The GATE HAMAMATSU,4300927,浜松市中区旭町37,053-401-0223,34.705341,137.733281
273,9,浜松市,遠州灘海浜公園江之島ビーチコート,4300844,浜松市南区江之島町1197,053-425-6000,34.660908,137.753377
274,10,磐田市,只来下公園,4380086,磐田市見付(加茂川通り)5981,0538-37-4806,34.722235,137.8536521
275,10,磐田市,西貝塚公園,4380026,磐田市西貝塚3775-3,0538-37-4806,34.732269,137.878738
276,10,磐田市,丸山公園,4380084,磐田市城之崎一丁目9,0538-37-4806,34.716488,137.867203
277,10,磐田市,旭ヶ丘公園,4380077,磐田市国府台56,0538-37-4806,34.7218949,137.8489214
278,10,磐田市,国府台西公園,4380077,磐田市国府台114,0538-37-4806,34.7179216,137.842982
279,10,磐田市,泉公園,4380077,磐田市国府台83,0538-37-4806,34.7212707,137.8447923
280,10,磐田市,富士見公園,4380083,磐田市富士見町1-20,0538-37-4806,34.729772,137.867992
281,10,磐田市,経塚公園,4380083,磐田市富士見町1-2,0538-37-4806,34.7318857,137.8703381
282,10,磐田市,上野公園,4380077,磐田市国府台19,0538-37-4806,34.7171695,137.8469902
283,10,磐田市,久保公園,4380078,磐田市久保町1272,0538-37-4806,34.7153145,137.848228
284,10,磐田市,城之崎公園,4380084,磐田市城之崎四丁目6,0538-37-4806,34.719868,137.863907
285,10,磐田市,南御厨東公園,4380039,磐田市東新町三丁目161-285,0538-37-4806,34.7034409,137.8894164
286,10,磐田市,南御厨西公園,4380039,磐田市東新町二丁目161-2,0538-37-4806,34.7026394,137.8866589
287,10,磐田市,一番町公園,4380086,磐田市見付(一番町)2912-1,0538-37-4806,34.72468805,137.8546643
288,10,磐田市,見付本通広場公園,4380086,磐田市見付(馬場町)2577,0538-37-4806,34.7270595,137.8570837
289,10,磐田市,京見塚公園,4380077,磐田市国府台653-1,0538-37-4806,34.7236935,137.839486
290,10,磐田市,葦間公園,4380071,磐田市今之浦二丁目2,0538-37-4806,34.718193,137.86145
291,10,磐田市,めがねばし公園,4380071,磐田市今之浦一丁目1-11､12,0538-37-4806,34.714409,137.866104
292,10,磐田市,的場公園,4380083,磐田市富士見町三丁目4-2,0538-37-4806,34.735607,137.868759
293,10,磐田市,北川瀬公園,4380073,磐田市二之宮東8,0538-37-4806,34.712911,137.85806
294,10,磐田市,一ノ谷公園,4380085,磐田市水堀243,0538-37-4806,34.734008,137.851604
295,10,磐田市,水堀東公園,4380085,磐田市水堀326,0538-37-4806,34.734008,137.851604
296,10,磐田市,向荒子公園,4380088,磐田市富士見台16-2,0538-37-4806,34.728564,137.870391
297,10,磐田市,西山第１公園,4380017,磐田市安久路一丁目4-2,0538-37-4806,34.719753,137.868591
298,10,磐田市,富士見北公園,4380083,磐田市富士見町四丁目4,0538-37-4806,34.7362631,137.865544
299,10,磐田市,御殿遺跡公園,4380078,磐田市中泉2270-17,0538-37-4806,34.708302,137.852005
300,10,磐田市,おおぞら公園,4380004,磐田市匂坂中210-1,0538-37-4806,34.762552,137.831253
301,10,磐田市,中泉グリーンパーク,4380078,磐田市中泉二丁目9-3,0538-37-4806,34.7119489,137.8549436
302,10,磐田市,さわやか広場,4380074,磐田市二之宮浅間5-1,0538-37-4806,34.713473,137.8571219
303,10,磐田市,中原公園,4380019,磐田市明ヶ島原4,0538-37-4806,34.730081,137.882591
304,10,磐田市,谷口公園,4380019,磐田市明ヶ島原33-1,0538-37-4806,34.730081,137.882591
305,10,磐田市,福田第1公園,4371204,磐田市福田中島1728,0538-37-4806,34.677614,137.87007
306,10,磐田市,福田ふるさと公園,4371203,磐田市福田503,0538-37-4806,34.6840802,137.8789923
307,10,磐田市,竜洋すみれ遊園地,4380234,磐田市掛塚1204-1,,34.671726,137.796722
308,10,磐田市,竜洋川袋公園,4380232,磐田市川袋1450,0538-37-4806,34.676476,137.803452
309,10,磐田市,竜洋中島公園,4380201,磐田市竜洋中島1120-38,0538-37-4806,34.707836,137.806656
310,10,磐田市,豊田高見丘公園,4380807,磐田市富里737,0538-37-4806,34.7557836,137.8412902
311,10,磐田市,豊田東原梅ノ木公園,4380802,磐田市東原147-3,0538-37-4806,34.7403016,137.845407
312,10,磐田市,豊田中野戸農村公園,4380808,磐田市豊田607,0538-37-4806,34.7414318,137.8239938
313,10,磐田市,豊田池田上新田公園,4380805,磐田市池田44-2,0538-37-4806,34.7412604,137.8175432
314,10,磐田市,豊田熊野記念公園,4380805,磐田市池田189-2,0538-37-4806,34.737713,137.815552
315,10,磐田市,アミューズ豊田ポケットパーク,4380831,磐田市上新屋311,0538-36-3211,34.732166,137.824417
316,10,磐田市,豊田原新田公園,4380803,磐田市富丘971-3,0538-37-4806,34.7353629,137.8469399
317,10,磐田市,豊田森下公園,4380834,磐田市森下700-10,0538-37-4806,34.724834,137.81897
318,10,磐田市,豊田森下水神公園,4380834,磐田市森下1006-1,0538-37-4806,34.721172,137.820923
319,10,磐田市,豊田森本農村公園,4380825,磐田市森本1036,0538-37-4806,34.7414318,137.8239938
320,10,磐田市,豊田本郷公園,4380822,磐田市上本郷1018-1,0538-37-4806,34.710793,137.818085
321,10,磐田市,豊田赤池高見公園,4380824,磐田市赤池462,0538-37-4806,34.7103595,137.8133394
322,10,磐田市,豊田海老塚農村公園,4380812,磐田市海老塚597,0538-37-4806,34.709087,137.838972
323,10,磐田市,豊田高見丘北公園,4380801,磐田市高見丘1346,0538-37-4806,34.745358,137.841237
324,10,磐田市,磐田ららシティ公園,4380801,磐田市高見丘1344,0538-37-4806,34.745358,137.841237
325,10,磐田市,塔之壇公園,4380086,磐田市見付(二番町)2426-1,0538-37-4806,34.7280242,137.856341
326,10,磐田市,今之浦公園,4380071,磐田市今之浦3-6,0538-37-4806,34.719444,137.858521
327,10,磐田市,水堀公園,4380085,磐田市水堀3,0538-37-4806,34.734008,137.851604
328,10,磐田市,二子塚公園,4380018,磐田市三ｹ野台33,0538-37-4806,34.733003,137.882158
329,10,磐田市,竜洋豊岡公園,4380231,磐田市豊岡2878,0538-37-4806,34.690353,137.803279
330,10,磐田市,竜洋十束公園,4380207,磐田市宮本233-1,0538-37-4806,34.701851,137.81044
331,10,磐田市,竜洋袖浦公園,4380216,磐田市飛平松125,0538-37-4806,34.665806,137.826947
332,10,磐田市,竜洋スポーツ公園,4380221,磐田市南平松8,0538-66-0300,34.657852,137.82254
333,10,磐田市,豊田富里農村公園,4380807,磐田市富里436-1,0538-37-4806,34.7505894,137.8285869
334,10,磐田市,豊田加茂公園,4380804,磐田市加茂5-1,0538-37-4806,34.7412979,137.8313316
335,10,磐田市,豊田池田の渡し公園,4380805,磐田市池田298-3地先,0538-37-4806,34.737507,137.813065
336,10,磐田市,豊田天竜川わんぱく広場,4380825,磐田市森本1890地先,0538-37-4806,34.721294,137.809677
337,10,磐田市,豊田香りの公園,4380821,磐田市立野2017-3,0538-36-8891,34.715481,137.820602
338,10,磐田市,豊田ラブリバー公園,4380814,磐田市気子島155-1,0538-36-3211,34.709922,137.825196
339,10,磐田市,中央公園,4380086,磐田市見付5912-1,0538-37-4806,34.7316259,137.8648788
340,10,磐田市,安久路公園,4380017,磐田市安久路二丁目10-4,0538-38-4150,34.720886,137.87233
341,10,磐田市,兎山公園,4380038,磐田市鎌田2262,0538-32-4236,34.71822,137.888046
342,10,磐田市,竜洋西堀河川敷公園,4380231,磐田市豊岡978-1地先,0538-36-3211,34.6926944,137.8005
343,10,磐田市,かぶと塚公園,4380086,磐田市見付4075-1,0538-32-4236,34.7263202,137.8474207
344,10,磐田市,福田公園,4371204,磐田市福田中島3756-1,0538-58-3131,34.680805,137.875168
345,10,磐田市,竜洋海洋公園,4380233,磐田市駒場6866-5,0538-66-5580,34.651698,137.799035
346,10,磐田市,東大久保運動公園,4380086,磐田市見付809-2,0538-32-4236,34.726329,137.855071
347,10,磐田市,城山球場,4380086,磐田市権現町190,0538-32-4236,,
348,10,磐田市,磐田スポーツ交流の里ゆめりあ,4380002,磐田市大久保892-36,0538-38-4150,34.755673,137.857834
349,10,磐田市,つつじ公園,4380086,磐田市見付(住吉町)1010-2,0538-37-4806,34.726329,137.855071
350,10,磐田市,竜洋昆虫自然観察公園,4380214,磐田市大中瀬320,0538-66-9900,34.668903,137.839705
351,10,磐田市,いわたエコパーク,4380233,磐田市駒場6866-3,0538-66-5580,34.65224,137.803668
352,10,磐田市,遠江国分寺史跡公園,4380078,磐田市中泉(中央町)3365,0538-37-4806,,
353,10,磐田市,権現緑地,4380086,磐田市見付(権現町)432-1,,34.726329,137.855071
354,10,磐田市,県営磐田団地第１緑地,4380039,磐田市東新町一丁目9-4,,34.704761,137.88516
355,10,磐田市,県営磐田団地第２緑地,4380039,磐田市東新町一丁目1-1,,34.705011,137.884746
356,10,磐田市,二之宮東第１緑地,4380073,磐田市二之宮東68,,,
357,10,磐田市,二之宮東第２緑地,4380073,磐田市二之宮東67,,,
358,10,磐田市,豊田加茂ポケットパーク,4380804,磐田市加茂1249-1,,34.737002,137.831284
359,10,磐田市,豊田上新屋ポケットパーク,4380831,磐田市上新屋774,,,
360,10,磐田市,豊田森下ポケットパーク,4380834,磐田市森下513,,,
361,10,磐田市,豊田第１緑地,4380834,磐田市森下1015-1,,34.722229,137.822949
362,10,磐田市,豊田立野ポケットパーク,4380821,磐田市立野2012-1,,34.716941,137.820174
363,10,磐田市,磐田ららシティ東ポケットパーク,4380801,磐田市高見丘1345外,0538-37-4806,,
364,10,磐田市,磐田ららシティ西ポケットパーク,4380801,磐田市高見丘1333,0538-37-4806,,
365,10,磐田市,竜洋西堀緑地公園,4380202,磐田市高木1550-1地先,,34.697132,137.80426
366,10,磐田市,竜洋南部緑地公園,4380221,磐田市南平松6-1,,34.656334,137.828293
367,10,磐田市,クリーンセンター公園,4380061,磐田市刑部島/駐車場住所:磐田市新島270,0538-35-3717,,
368,11,掛川市,大東北運動場,4371434,掛川市下土方407,0537-74-4430,34.71045,138.047332
369,11,掛川市,大東総合運動場,4371413,掛川市国安3300-1,0537-72-5392,34.651051,138.059155
370,11,掛川市,大須賀運動場,4371304,掛川市西大渕6220-1,0537-48-5628,34.687424,137.990807
371,11,掛川市,掛川海洋センター体育館・艇庫,4360043,掛川市大池2192,0537-24-6384,34.785365,138.002957
372,11,掛川市,いこいの広場,4360112,掛川市細谷1686,0537-26-0303,34.788946,137.96759
373,11,掛川市,掛川下垂木多目的広場「ゆうゆうパーク」,4360222,掛川市下垂木2243-1,0537-22-5553,34.780923,137.981226
374,11,掛川市,大東ビーチスポーツ公園,4371412,掛川市千浜8572‐3,0537-72-1132,34.647278,138.067973
375,11,掛川市,安養寺運動公園,4360082,掛川市淡陽116,0537-23-6644,34.790964,138.041329
376,11,掛川市,総合体育館「さんりーな」,4360043,掛川市大池2250,0537-22-5553,34.78551,138.001493
377,11,掛川市,掛川市南体育館「し～すぽ」,4371302,掛川市大渕14234-1,0537-28-8710,34.673347,138.028171
378,11,掛川市,ならここの湯,4360332,掛川市居尻179番地,0537-20-3030,34.875627,138.016344
379,11,掛川市,ならここの里キャンプ場,4360332,掛川市居尻179番地,0537-25-2055,34.875627,138.016344
380,11,掛川市,明ヶ島キャンプ場,4360337,掛川市炭焼33番地の2,0537-25-2507,34.901699,138.011424
381,11,掛川市,22世紀の丘公園「たまりーな」,4360011,掛川市満水1652番地,0537-24-2722,,
382,11,掛川市,森林果樹公園,4360025,掛川市下俣1番地の90,0537-23-8102,34.753065,138.000479
383,12,袋井市,愛野公園,4370032,袋井市豊沢1727,0538-44-3165,34.745457,137.944233
384,12,袋井市,原野谷川親水公園  ,4370031,袋井市愛野3164-1,0538-44-3165,34.746764,137.941155
385,12,袋井市,田原緑地,4370043,袋井市新池932,0538-44-3165,,
386,12,袋井市,めだか公園,4370125,袋井市上山梨1669-1,0538-44-3165,34.79054,137.905653
387,12,袋井市,虹のささやき公園,4370056,袋井市小山1736-1,0538-44-3165,34.751025,137.89284
388,12,袋井市,かわせみ公園,4370051,袋井市深見1425,0538-44-3165,,
389,12,袋井市,広岡河川公園,4370021,袋井市広岡1793-1,0538-44-3165,34.750768,137.941103
390,12,袋井市,月見の里公園,4370125,袋井市上山梨4-3-3,0538-44-3165,34.787143,137.90205
391,12,袋井市,あけぼのふれあい公園,4370031,袋井市愛野1131-1,0538-44-3165,34.744869,137.932562
392,12,袋井市,豊沢の丘公園,4370032,袋井市豊沢1055-1,0538-44-3165,34.736611,137.942961
393,12,袋井市,上貫名せせらぎ公園,4370021,袋井市広岡3860,0538-44-3165,,
394,12,袋井市,風見の森公園,4371312,袋井市岡崎6635-4,0538-44-3165,34.712223,137.943253
395,12,袋井市,宇刈里山公園,4370121,袋井市宇刈3193,0538-44-3165,34.795631,137.92897
396,12,袋井市,みつかわ夢の丘公園,4370006,袋井市大谷1149-131,0538-44-3165,,
397,12,袋井市,小笠山総合運動公園,4370031,袋井市愛野2300-1,0538-41-1800,,
398,13,湖西市,アメニティプラザ,4310441,湖西市吉美3294-48,053-573-0777,34.714,137.503906
399,13,湖西市,新居体育館・弓道場,4310303,湖西市新居町浜名522-1,053-594-3911,34.687871,137.561386
400,13,湖西市,勤労者体育センター,4310442,湖西市古見1067-3,053-576-4540,34.71954,137.531742
401,13,湖西市,湖西運動公園,4310441,湖西市吉美830-1,053-576-4795,34.718136,137.513616
402,13,湖西市,みなと運動公園,4310302,湖西市新居町新居3146,053-594-3456,34.688244,137.578681
403,13,湖西市,今切体験の里 海湖館,4310300,湖西市新居町新居無番地,053-594-6624,34.681817,137.58963
404,14,御前崎市,浜岡総合運動場,4371612,御前崎市池新田444,0537-85-2201,34.654555,138.125012
405,14,御前崎市,御前崎運動場,4371622,御前崎市白羽7174,,34.609541,138.188539
406,14,御前崎市,B&G海洋センター,4371621,御前崎市御前崎43-30,,34.598472,138.220946
407,14,御前崎市,市民プール（ぷるる）,4371603,御前崎市宮内1581-1,0537-63-3133,34.650861,138.141663
408,14,御前崎市,観光物産会館,4371623,御前崎市港6099-1,0548-63-2001,34.605314,138.22486
409,14,御前崎市,観光情報館,4371621,御前崎市御前崎1565-2,,34.595888,138.22704
410,14,御前崎市,八千代公園,4371612,御前崎市池新田5623,,34.6366617,138.1274316
411,14,御前崎市,高松緑の森公園,4371615,御前崎市門屋2070-747,,34.6528558,138.0987625
412,14,御前崎市,桜ヶ池公園,4371604,御前崎市佐倉5103-1,,34.64085902,138.1448217
413,14,御前崎市,あらさわふる里公園,4371605,御前崎市下朝比奈158-7,0537-85-8230,34.6786044,138.1428352
414,14,御前崎市,新野水のめぐみ公園,4371611,御前崎市新野4302番地1,,34.68320873,138.1315622
415,14,御前崎市,比木自然公園,4371602,御前崎市比木2776-2,,34.6569534,138.1680644
416,14,御前崎市,遊歩道　福田沢,4371602,御前崎市比木421-1,,34.6546054,138.1665391
417,14,御前崎市,おさ川ふれあい公園,4371603,御前崎市宮内100,,34.6368531,138.1643576
418,14,御前崎市,神子公園,4371612,御前崎市池新田72-1,,34.65387554,138.1317204
419,14,御前崎市,長者公園,4371612,御前崎市池新田2342-25,,34.64228677,138.1249586
420,14,御前崎市,白砂公園,4371612,御前崎市池新田9186-2,,34.63002986,138.1212679
421,14,御前崎市,マリンパーク御前崎（オートキャンプ場有）,4371623,御前崎市港6104-6,,34.6065333,138.2257909
422,14,御前崎市,ケープパーク （みさきの広場）,4371621,御前崎市御前崎1569-2,,34.60855,138.209627
423,14,御前崎市,ケープパーク （灯台前トイレ）,4371621,御前崎市御前崎1569-2,,34.60855,138.209627
424,14,御前崎市,ケープパーク（ねずみ塚広場）,4371621,御前崎市御前崎45-53,,34.597587,138.221821
425,14,御前崎市,ケープパーク（見尾火燈明堂）,4371621,御前崎市御前崎1569-7,,34.60855,138.209627
426,14,御前崎市,おまえざき公園,4371621,御前崎市御前崎2905-1,,34.654643,138.164189
427,14,御前崎市,下岬公園,4371621,御前崎市御前崎1074-14,,34.603376,138.231875
428,14,御前崎市,おまえざき公園,4371621,御前崎市御前崎2905-1,,34.654643,138.164189
429,14,御前崎市,公儀山公園,4371622,御前崎市白羽1015-3,,34.614382,138.175981
430,14,御前崎市,大原公園,4371622,御前崎市白羽4050-28,,34.618799,138.190324
431,15,菊川市,丹野グラウンド,,菊川市丹野932-1,,34.717073,138.118004
432,15,菊川市,小笠グラウンドゴルフ場,,菊川市下平川506-1,,34.702832,138.078979
433,15,菊川市,棚草運動場,,菊川市棚草208-1,,34.6981,138.097358
434,15,菊川市,加茂農村公園,,菊川市加茂4539-1,,34.747402,138.07513
435,15,菊川市,倉沢農村公園,,菊川市倉沢149-2,,34.784364,138.127005
436,15,菊川市,稲荷部農村公園,,菊川市下内田2127,,34.717368,138.067168
437,15,菊川市,富田農村公園,,菊川市富田978-4,,34.787467,138.109948
438,15,菊川市,おおぞら農村公園,,菊川市下内田832,,34.720996,138.080091
439,15,菊川市,井之宮農村公園,,菊川市嶺田411-1,,34.699133,138.077618
440,15,菊川市,菊川運動公園,,菊川市西方898,,34.758164,138.070443
441,15,菊川市,和田公園,,菊川市和田1017,,34.762283,138.107158
442,15,菊川市,蓮池公園,,菊川市大石1-1,,34.694611,138.0711
443,15,菊川市,菊川公園,,菊川市半済1550-5,,34.758771,138.081159
444,15,菊川市,おがさセントラルパーク,,菊川市下平川6227,,34.700916,138.09072
445,15,菊川市,尾花公園,,菊川市加茂1300-12,,34.745154,138.07385
446,15,菊川市,舟岡山公園,,菊川市加茂4903,,34.748552,138.08414
447,15,菊川市,尾花運動公園,,菊川市加茂1110-18,,34.746745,138.073352
448,15,菊川市,菊川中央公園,,菊川市本所915-1,,34.757977,138.098864
449,15,菊川市,宮の西公園,,菊川市加茂6181,,34.737038,138.08664
450,15,菊川市,柳1号公園,,菊川市柳一丁目39,,34.763944,138.088776
451,15,菊川市,柳2号公園,,菊川市柳二丁目68,,34.76853,138.087498
452,15,菊川市,柳3号公園,,菊川市柳三丁目93,,34.770575,138.091832
453,15,菊川市,仲島1号公園,,菊川市仲島一丁目4-1,,34.758923,138.092133
454,15,菊川市,仲島2号公園,,菊川市仲島二丁目2-1,,34.75561,138.091763
455,15,菊川市,青葉台1号公園,,菊川市青葉台一丁目2-2,,34.756684,138.093635
456,15,菊川市,青葉台2号公園,,菊川市青葉台一丁目11,,34.758288,138.095394
457,15,菊川市,青葉台3号公園,,菊川市青葉台三丁目14-14,,34.755185,138.098255
458,15,菊川市,青葉台4号公園,,菊川市青葉台三丁目16-5,,34.757038,138.099005
459,15,菊川市,朝日公園,,菊川市朝日7-7,,34.75217,138.090222
460,15,菊川市,曙公園,,菊川市本所1708-1,,34.748975,138.091868
461,15,菊川市,水潯公園,,菊川市本所1809,,34.746308,138.091763
462,15,菊川市,万田公園,,菊川市加茂4585,,34.751153,138.087535
463,15,菊川市,黒沢公園,,菊川市下平川6496,,34.702306,138.093637
464,15,菊川市,平尾1号公園,,菊川市平尾12,,34.722089,138.066934
465,15,菊川市,平尾2号公園,,菊川市平尾19,,34.72345,138.067378
466,15,菊川市,平尾3号公園,,菊川市平尾87,,34.724387,138.065397
467,15,菊川市,平尾4号公園,,菊川市平尾216,,34.726589,138.063921
468,15,菊川市,野添公園,,菊川市加茂5418,,34.745968,138.086158
469,15,菊川市,西袋公園,,菊川市加茂5206,,34.742893,138.083208
470,15,菊川市,海足公園,,菊川市加茂4989,,34.747514,138.082032
471,15,菊川市,駅南1号公園,,菊川市堀之内1458,,34.760092,138.084714
472,15,菊川市,駅南2号公園,,菊川市堀之内1289,,34.760424,138.086372
473,15,菊川市,駅南3号公園,,菊川市堀之内1351,,34.759258,138.086841
474,15,菊川市,駅南4号公園,,菊川市堀之内1624,,34.757421,138.087026
475,15,菊川市,駅南5号公園,,菊川市半済3121,,34.757097,138.086067
476,15,菊川市,潮海寺防災公園第一,,菊川市潮海寺2746,,34.767297,138.09043
477,15,菊川市,潮海寺防災公園第二,,菊川市潮海寺597-1,,34.770512,138.093219
478,15,菊川市,川原公園,,菊川市加茂5890,,34.740876,138.086014
479,15,菊川市,嶺田公園,,菊川市嶺田1813-4,,34.690424,138.085506
480,15,菊川市,下平川公園,,菊川市下平川1906,,34.704772,138.086179
481,15,菊川市,虹の丘公園,,菊川市半済3061-63,,34.761549,138.104299
482,15,菊川市,星ヶ丘公園,,菊川市三沢263-54,,34.723143,138.092478
483,15,菊川市,サンライズ公園,,菊川市高橋3650-1,,34.683624,138.098305
484,15,菊川市,山田公園,,菊川市加茂1300-17,,34.742922,138.071527
485,15,菊川市,小太郎東公園,,菊川市東横地3311-19,,34.722461,138.111795
486,15,菊川市,小太郎西公園,,菊川市東横地3311-12,,34.722046,138.108083
487,15,菊川市,南山公園,,菊川市河東565,,34.683216,138.097638
488,15,菊川市,永寶寺,,菊川市西方6748-1,0537-35-2975,34.788791,138.085276
489,15,菊川市,潮海寺,,菊川市潮海寺2094,0537-35-2757,34.768276,138.092299
490,15,菊川市,報恩寺,,菊川市堀之内461,,34.761756,138.086148
491,15,菊川市,井成神社,,菊川市加茂 地内,,34.749932,138.077483
492,15,菊川市,応声教院,,菊川市中内田915,0537-35-2633,34.737498,138.070479
493,15,菊川市,横地城跡,,菊川市東横地 地内,,34.729043,138.115465
494,15,菊川市,太郎坊大権現,,菊川市下内田3259-1,0537-35-3965,34.715633,138.076481
495,15,菊川市,善勝寺,,菊川市棚草2630,0537-73-3165,34.707902,138.116297
496,15,菊川市,安興寺（六角堂）,,菊川市赤土305-2,0537-73-2311,34.69995,138.103002
497,15,菊川市,堤城跡,,菊川市下平川2381,,34.7117,138.083307
498,15,菊川市,黒田家代官屋敷,,菊川市下平川862-1,0537-73-7270,34.698602,138.084376
499,15,菊川市,代官屋敷資料館,,菊川市下平川862-1,0537-73-7270,34.698602,138.084376
500,15,菊川市,正林寺,,菊川市高橋497,0537-73-2221,34.700587,138.129082
501,15,菊川市,獅子ヶ鼻砦跡,,菊川市大石 地内,0537-73-1114,34.695495,138.071148
502,15,菊川市,火剣山（キャンプ場）,,菊川市富田3126-6,0537-35-0936,34.802218,138.103708
503,15,菊川市,常葉美術館,,菊川市半済1550,0537-35-0775,34.755978,138.081207
504,15,菊川市,佐々木鐵心記念館,,菊川市本所2221-5,0537-35-5449,34.746017,138.095532
505,15,菊川市,ブルーベリーの郷,,菊川市太田ﾉ谷1099,0537-73-6636,34.697962,138.116075
506,15,菊川市,菊川文化会館アエル,,菊川市本所2488-2,,34.743672,138.093035
507,15,菊川市,七曲池,,菊川市中内田5859,,34.733451,138.054894
508,15,菊川市,丹野池公園,,菊川市丹野1-1,,34.73231,138.130921
509,15,菊川市,千框の棚田,,菊川市倉沢1121-1,,34.793629,138.130229
510,16,牧之原市,かりんぽの里公園,4210414,牧之原市勝俣1970-1,,34.739253,138.21575
511,16,牧之原市,細江多目的公園,4210422,牧之原市細江6031-2,,34.763728,138.23616
512,16,牧之原市,秋葉公園,4210414,牧之原市勝俣1901-4,,34.739253,138.21575
513,16,牧之原市,勝間田公園,4210404,牧之原市静谷718-1,,34.75986,138.1886
514,16,牧之原市,小堤山公園,4210523,牧之原市波津632-6,,34.681051,138.195461
515,16,牧之原市,新庄緑地公園,4210533,牧之原市新庄3040,,,
516,16,牧之原市,榛原公園,4210422,牧之原市静波96-1,,34.741303,138.227168
517,16,牧之原市,水ヶ谷ふれあい公園,4210411,牧之原市坂口2429-1,,34.783667,138.205405
518,16,牧之原市,ふるさと体験の森　ゆうゆうらんど,4210406,牧之原市勝田100-1,,34.762089,138.189457
519,16,牧之原市,大江公園,4210512,牧之原市大江658-1-1地先,,34.693263,138.2097
520,16,牧之原市,地頭方海浜公園,4210533,牧之原市新庄3042,,34.633078,138.199566
521,16,牧之原市,地頭方公園,4210532,牧之原市地頭方一丁目42,,34.63535,138.1916
522,16,牧之原市,東慶林公園,4210421,牧之原市細江390-1,,34.753901,138.238785
523,16,牧之原市,波津公園,4210523,牧之原市波津一丁目160,,34.680798,138.192749
524,16,牧之原市,白井公園,4210502,牧之原市白井749-1,,34.736507,138.187439
525,16,牧之原市,蛭ヶ谷公園,4210503,牧之原市蛭ヶ谷754,,34.727074,138.175827
526,16,牧之原市,浜田公園,4210523,牧之原市波津二丁目37,,34.683613,138.194122
527,16,牧之原市,平成せせらぎ公園,4210422,牧之原市静波1478-5,,34.742779,138.227783
528,16,牧之原市,油田の里公園,4210514,牧之原市菅ｹ谷2525-1,0548-87-2525,34.697994,138.158432
529,16,牧之原市,塩づくり体験施設,4210523,牧之原市波津1555,,34.6758,138.199661
530,16,牧之原市,観光物産・案内センター,4210422,牧之原市静波1771-4,0548-22-5600,34.736691,138.229065
531,16,牧之原市,子生れ石休憩施設,4210508,牧之原市西萩間729-4,,34.733837,138.159851
532,16,牧之原市,さがら子生れ温泉会館,4210508,牧之原市西萩間672-1,0548-54-1126,34.734245,138.159424
533,17,森町,太田川親水公園,4370215,森町森1105-2地先,0538-85-6322,34.829746,137.925735
534,18,飯田市,高羽1号公園,3950051,飯田市高羽町5丁目4-1,,35.52384,137.81981
535,18,飯田市,高羽2号公園,3950051,飯田市高羽町3丁目6-1,,35.52219,137.82152
536,18,飯田市,上溝公園,3950811,飯田市松尾3187-1,,35.50417,137.85054
537,18,飯田市,飯田運動公園,3950155,飯田市三日市場1986,,35.48555,137.80034
538,18,飯田市,育良公園,3950152,飯田市育良町2丁目6-2,,35.50526,137.80118
539,18,飯田市,今宮公園,3950071,飯田市今宮町3丁目28,,35.52135,137.81801
540,18,飯田市,扇町公園,3950046,飯田市扇町33-1,,35.51408,137.82404
541,18,飯田市,大井公園,3950152,飯田市育良町1丁目15-6,,35.5048,137.80029
542,18,飯田市,北方公園,3950152,飯田市育良町3丁目14-1,,35.50264,137.80308
543,18,飯田市,城東1号公園,3950025,飯田市東中央通り5丁目25,,35.50999,137.83866
544,18,飯田市,城東2号公園,3950003,飯田市上郷別府3338-9,,35.50994,137.84062
545,18,飯田市,城東3号公園,3950003,飯田市上郷別府3335-9,,35.50993,137.84174
546,18,飯田市,神明公園,3950153,飯田市上殿岡604,,35.49883,137.80658
547,18,飯田市,大王路公園,3950012,飯田市大王路12-1,,35.52172,137.83002
548,18,飯田市,滝の沢公園,3950048,飯田市滝の沢6681-1,,35.52543,137.80886
549,18,飯田市,中央公園(長姫),3950028,飯田市長姫町24-1,,35.51526,137.82863
550,18,飯田市,中央公園(中央),3950041,飯田市中央通り1丁目29-1,,35.51632,137.82739
551,18,飯田市,中央公園(吾妻),3950085,飯田市吾妻町150-1,,35.51843,137.8252
552,18,飯田市,中央公園(東和),3950086,飯田市東和町2丁目72-1,,35.52029,137.82451
553,18,飯田市,天竜峡公園,3992221,飯田市龍江7449-1,,35.44066,137.8204
554,18,飯田市,東栄公園,3950063,飯田市馬場町3丁目473-1,,35.51517,137.83452
555,18,飯田市,西鼎公園,3950026,飯田市鼎西鼎84-1,,35.50854,137.83938
556,18,飯田市,白山1号公園,3950077,飯田市丸山町2丁目4-1,,35.52147,137.81208
557,18,飯田市,白山2号公園,3950076,飯田市白山町3丁目南3,,35.51899,137.8129
558,18,飯田市,羽場1号公園,3950063,飯田市羽場町2丁目6,,35.52035,137.80834
559,18,飯田市,羽場2号公園,3950063,飯田市羽場町2丁目473-1,,35.51768,137.8106
560,18,飯田市,羽場公園,3950063,飯田市羽場町3丁目5-3,,35.51789,137.8051
561,18,飯田市,風越公園,3950013,飯田市小伝馬町1丁目3541-1,,35.52018,137.83099
